PRES,PRES_QC,TEMP,PSAL,FLU2,CNDC,DENS,SVEL,CCOMD003,DOX1-1,DOX2-1,CNDC-2,OXYOCPVL-1,SPAR,PAR,PSAL-2,TEMP-2,ATTNZS01,TEMP_QC,PSAL_QC,FLU2_QC,CNDC_QC,DENS_QC,SVEL_QC,CCOMD003_QC,DOX1-1_QC,DOX2-1_QC,CNDC-2_QC,OXYOCPVL-1_QC,SPAR_QC,PAR_QC,PSAL-2_QC,TEMP-2_QC,ATTNZS01_QC
240.0,1.0,1.757,34.932,0.022,30.62,27.923,1460.83,0.606,7.869,341.893,3.06,2.274,506.61,0.051,34.908,1.757,93.13,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241.0,1.0,1.751,34.931,0.022,30.614,27.923,1460.82,1.091,7.872,342.03,3.06,2.273,0.0,0.051,34.908,1.751,93.089,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242.0,1.0,1.744,34.931,0.02,30.609,27.923,1460.81,1.111,7.863,341.627,3.059,2.271,0.0,0.051,34.908,1.744,93.144,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243.0,1.0,1.74,34.931,0.024,30.606,27.924,1460.8,0.768,7.858,341.413,3.059,2.27,0.0,0.051,34.908,1.74,93.177,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244.0,1.0,1.739,34.931,0.0,30.605,27.924,1460.82,1.108,7.85,341.052,3.059,2.268,0.0,0.051,34.908,1.74,93.163,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245.0,1.0,1.736,34.931,0.0,30.602,27.924,1460.82,1.456,7.84,340.641,3.058,2.266,0.0,0.051,34.908,1.736,93.14,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246.0,1.0,1.731,34.93,0.03,30.598,27.924,1460.81,0.933,7.843,340.76,3.058,2.265,504.67,0.051,34.907,1.731,93.167,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247.0,1.0,1.727,34.93,0.024,30.595,27.924,1460.81,0.654,7.848,340.99,3.058,2.264,504.16,0.051,34.907,1.726,93.161,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248.0,1.0,1.723,34.93,0.024,30.592,27.924,1460.81,1.165,7.85,341.041,3.057,2.264,502.62,0.051,34.906,1.723,93.15,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249.0,1.0,1.72,34.93,0.028,30.59,27.924,1460.81,1.073,7.845,340.852,3.057,2.263,502.63,0.051,34.907,1.72,93.165,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250.0,1.0,1.715,34.93,0.025,30.585,27.924,1460.8,0.861,7.839,340.597,3.057,2.262,502.63,0.051,34.906,1.714,93.183,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251.0,1.0,1.702,34.929,0.017,30.574,27.925,1460.76,1.099,7.837,340.487,3.056,2.26,502.63,0.051,34.906,1.701,93.119,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252.0,1.0,1.693,34.928,0.02,30.567,27.925,1460.74,0.713,7.834,340.355,3.055,2.259,502.63,0.051,34.905,1.694,93.118,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253.0,1.0,1.694,34.929,0.024,30.568,27.925,1460.76,1.242,7.81,339.314,3.055,2.256,502.63,0.051,34.905,1.694,93.118,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254.0,1.0,1.693,34.928,0.022,30.567,27.925,1460.77,1.296,7.792,338.55,3.055,2.253,502.63,0.051,34.905,1.693,93.138,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255.0,1.0,1.691,34.928,0.016,30.566,27.925,1460.78,1.083,7.786,338.255,3.055,2.251,502.63,0.051,34.905,1.691,93.118,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256.0,1.0,1.685,34.928,0.025,30.561,27.926,1460.77,0.397,7.79,338.432,3.054,2.249,502.63,0.051,34.905,1.685,93.087,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257.0,1.0,1.673,34.928,0.017,30.551,27.926,1460.74,0.725,7.784,338.191,3.053,2.247,502.63,0.051,34.905,1.673,93.134,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258.0,1.0,1.667,34.928,0.016,30.546,27.927,1460.72,1.052,7.786,338.298,3.053,2.246,502.63,0.051,34.904,1.667,93.159,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259.0,1.0,1.663,34.928,0.016,30.542,27.927,1460.72,1.378,7.776,337.864,3.052,2.244,502.63,0.051,34.904,1.663,93.144,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260.0,1.0,1.662,34.928,0.022,30.542,27.927,1460.73,0.875,7.773,337.713,3.052,2.243,502.63,0.051,34.904,1.662,93.139,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261.0,1.0,1.662,34.928,0.021,30.543,27.927,1460.75,1.261,7.771,337.635,3.052,2.242,502.63,0.051,34.904,1.662,93.112,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262.0,1.0,1.661,34.928,0.021,30.542,27.927,1460.76,1.004,7.759,337.115,3.052,2.24,502.63,0.051,34.904,1.661,93.135,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263.0,1.0,1.657,34.927,0.019,30.539,27.927,1460.76,0.827,7.764,337.306,3.052,2.239,502.63,0.051,34.904,1.657,93.158,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264.0,1.0,1.648,34.928,0.018,30.532,27.928,1460.74,1.185,7.766,337.392,3.051,2.238,502.63,0.051,34.904,1.648,93.154,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265.0,1.0,1.644,34.927,0.0,30.529,27.928,1460.73,1.405,7.764,337.314,3.051,2.238,501.09,0.051,34.904,1.644,93.139,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266.0,1.0,1.642,34.927,0.023,30.527,27.928,1460.74,1.104,7.766,337.414,3.051,2.237,500.58,0.051,34.904,1.642,93.159,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267.0,1.0,1.628,34.927,0.023,30.515,27.929,1460.69,1.338,7.76,337.159,3.05,2.236,0.0,0.051,34.904,1.628,93.153,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268.0,1.0,1.622,34.927,0.02,30.511,27.929,1460.69,1.23,7.76,337.133,3.049,2.235,0.0,0.051,34.904,1.622,93.16,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269.0,1.0,1.619,34.927,0.026,30.508,27.93,1460.69,0.83,7.764,337.317,3.049,2.235,498.72,0.051,34.904,1.619,93.145,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270.0,1.0,1.613,34.927,0.027,30.504,27.93,1460.68,1.099,7.763,337.286,3.049,2.234,498.6,0.051,34.903,1.614,93.147,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271.0,1.0,1.61,34.926,0.018,30.5,27.93,1460.68,1.178,7.751,336.765,3.048,2.233,498.6,0.051,34.903,1.61,93.121,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272.0,1.0,1.597,34.926,0.023,30.49,27.93,1460.64,1.266,7.757,337.004,3.047,2.232,498.58,0.051,34.902,1.597,93.116,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273.0,1.0,1.59,34.925,0.023,30.483,27.93,1460.62,1.316,7.742,336.347,3.046,2.23,496.65,0.051,34.902,1.59,93.153,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274.0,1.0,1.587,34.925,0.021,30.481,27.93,1460.63,1.365,7.728,335.741,3.046,2.228,496.59,0.051,34.902,1.587,93.116,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275.0,1.0,1.585,34.925,0.016,30.48,27.931,1460.64,0.98,7.717,335.284,3.046,2.225,496.59,0.051,34.902,1.586,93.136,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276.0,1.0,1.581,34.925,0.0,30.477,27.931,1460.64,1.077,7.707,334.839,3.046,2.223,496.59,0.051,34.901,1.582,93.078,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277.0,1.0,1.576,34.925,0.0,30.472,27.931,1460.62,1.26,7.704,334.703,3.045,2.221,496.25,0.051,34.901,1.576,93.151,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278.0,1.0,1.567,34.925,0.016,30.466,27.932,1460.61,1.233,7.705,334.742,3.045,2.219,493.99,0.051,34.901,1.568,93.119,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279.0,1.0,1.564,34.925,0.022,30.463,27.932,1460.61,1.365,7.704,334.732,3.044,2.218,492.78,0.051,34.901,1.564,93.142,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280.0,1.0,1.558,34.924,0.023,30.458,27.932,1460.6,0.979,7.71,334.959,3.044,2.218,494.56,0.051,34.901,1.558,93.151,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281.0,1.0,1.54,34.924,0.021,30.443,27.933,1460.53,1.127,7.712,335.076,3.042,2.217,494.61,0.051,34.9,1.54,93.137,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282.0,1.0,1.531,34.924,0.016,30.435,27.933,1460.51,1.194,7.703,334.68,3.042,2.216,0.0,0.051,34.9,1.531,93.141,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283.0,1.0,1.525,34.923,0.016,30.43,27.934,1460.5,1.338,7.693,334.219,3.041,2.214,0.0,0.051,34.9,1.525,93.09,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284.0,1.0,1.523,34.923,0.018,30.428,27.934,1460.5,1.399,7.691,334.163,3.041,2.213,496.53,0.051,34.9,1.522,93.037,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285.0,1.0,1.516,34.923,0.023,30.423,27.934,1460.49,0.983,7.689,334.061,3.04,2.212,496.59,0.051,34.9,1.516,93.092,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286.0,1.0,1.512,34.923,0.017,30.42,27.934,1460.49,1.281,7.689,334.039,3.04,2.211,496.59,0.051,34.9,1.513,93.116,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287.0,1.0,1.507,34.923,0.018,30.416,27.935,1460.48,1.375,7.694,334.298,3.04,2.21,496.59,0.051,34.899,1.507,93.044,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288.0,1.0,1.504,34.923,0.019,30.414,27.935,1460.49,1.164,7.69,334.115,3.039,2.209,497.31,0.051,34.899,1.504,93.112,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289.0,1.0,1.503,34.923,0.021,30.413,27.935,1460.5,1.018,7.688,334.003,3.039,2.209,498.68,0.051,34.899,1.503,93.1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290.0,1.0,1.496,34.923,0.017,30.408,27.935,1460.49,1.291,7.684,333.82,3.039,2.208,500.58,0.051,34.899,1.497,93.082,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291.0,1.0,1.469,34.922,0.016,30.384,27.937,1460.38,0.902,7.676,333.474,3.036,2.206,500.61,0.051,34.898,1.468,93.068,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292.0,1.0,1.442,34.921,0.02,30.36,27.938,1460.28,1.122,7.678,333.596,3.034,2.204,501.13,0.051,34.897,1.442,93.034,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293.0,1.0,1.431,34.92,0.028,30.35,27.938,1460.24,1.264,7.669,333.192,3.033,2.202,503.2,0.051,34.897,1.43,93.027,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294.0,1.0,1.408,34.92,0.023,30.329,27.939,1460.15,1.177,7.66,332.811,3.031,2.2,505.1,0.051,34.896,1.408,92.976,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295.0,1.0,1.385,34.919,0.018,30.309,27.94,1460.07,0.769,7.649,332.33,3.029,2.197,506.67,0.051,34.895,1.386,92.942,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296.0,1.0,1.361,34.918,0.021,30.288,27.941,1459.97,0.804,7.628,331.411,3.027,2.193,506.65,0.051,34.895,1.36,92.851,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297.0,1.0,1.332,34.917,0.018,30.263,27.943,1459.86,0.989,7.623,331.19,3.025,2.19,507.62,0.051,34.894,1.333,91.771,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298.0,1.0,1.319,34.917,0.022,30.252,27.943,1459.82,1.304,7.62,331.055,3.023,2.188,510.02,0.051,34.893,1.32,92.701,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299.0,1.0,1.303,34.916,0.018,30.238,27.944,1459.77,1.023,7.604,330.339,3.022,2.184,511.75,0.051,34.892,1.302,92.434,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300.0,1.0,1.297,34.916,0.02,30.233,27.944,1459.75,0.767,7.579,329.29,3.021,2.18,513.27,0.051,34.892,1.296,92.281,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301.0,1.0,1.295,34.916,0.016,30.232,27.944,1459.76,1.021,7.573,329.03,3.021,2.176,514.71,0.051,34.892,1.294,92.255,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302.0,1.0,1.29,34.916,0.016,30.228,27.945,1459.76,1.264,7.569,328.862,3.021,2.174,516.76,0.051,34.892,1.29,92.03,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303.0,1.0,1.286,34.916,0.0,30.225,27.945,1459.76,1.197,7.563,328.6,3.021,2.172,519.03,0.051,34.892,1.286,91.818,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304.0,1.0,1.287,34.916,0.0,30.226,27.945,1459.77,1.302,7.553,328.17,3.021,2.169,521.38,0.051,34.892,1.287,91.67,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305.0,1.0,1.286,34.916,0.028,30.226,27.945,1459.79,1.211,7.552,328.092,3.021,2.167,522.75,0.051,34.892,1.287,91.531,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306.0,1.0,1.286,34.916,0.024,30.227,27.945,1459.8,1.347,7.548,327.925,3.021,2.166,524.45,0.051,34.892,1.287,91.514,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307.0,1.0,1.286,34.916,0.03,30.227,27.945,1459.82,0.754,7.547,327.886,3.021,2.165,525.76,0.051,34.892,1.287,91.462,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308.0,1.0,1.287,34.916,0.026,30.228,27.945,1459.84,1.216,7.545,327.813,3.021,2.164,528.22,0.051,34.893,1.287,91.33,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309.0,1.0,1.287,34.916,0.022,30.229,27.945,1459.86,0.89,7.547,327.876,3.021,2.163,532.76,0.051,34.892,1.287,91.058,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310.0,1.0,1.286,34.916,0.028,30.229,27.945,1459.87,0.793,7.531,327.207,3.021,2.161,535.52,0.051,34.892,1.287,90.912,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311.0,1.0,1.287,34.916,0.023,30.229,27.945,1459.89,1.115,7.534,327.301,3.021,2.16,538.25,0.051,34.893,1.287,90.99,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,1.0,1.287,34.916,0.018,30.23,27.945,1459.91,1.28,7.54,327.604,3.021,2.16,540.79,0.051,34.893,1.287,91.006,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,1.0,1.288,34.916,0.023,30.231,27.945,1459.93,1.336,7.538,327.506,3.021,2.16,542.63,0.051,34.892,1.288,91.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314.0,1.0,1.288,34.916,0.023,30.231,27.945,1459.94,0.8,7.544,327.753,3.021,2.16,544.05,0.051,34.893,1.288,90.937,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315.0,1.0,1.287,34.916,0.023,30.232,27.945,1459.96,1.037,7.54,327.593,3.021,2.16,545.71,0.051,34.892,1.288,90.945,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316.0,1.0,1.287,34.916,0.027,30.232,27.945,1459.97,1.386,7.536,327.401,3.021,2.159,547.53,0.051,34.893,1.288,90.945,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317.0,1.0,1.287,34.916,0.028,30.232,27.945,1459.99,0.676,7.531,327.204,3.021,2.158,549.74,0.051,34.892,1.288,90.98,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318.0,1.0,1.287,34.916,0.024,30.233,27.945,1460.01,0.858,7.53,327.143,3.021,2.158,552.55,0.051,34.893,1.288,90.983,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319.0,1.0,1.287,34.916,0.027,30.233,27.945,1460.02,1.105,7.525,326.928,3.022,2.157,554.95,0.051,34.892,1.288,90.96,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320.0,1.0,1.287,34.916,0.0,30.234,27.945,1460.04,1.406,7.524,326.9,3.022,2.156,556.31,0.051,34.892,1.288,90.959,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
